id,Gender,Age,City,Profession,Academic Pressure,Work Pressure,CGPA,Study Satisfaction,Job Satisfaction
42069,0,23,23,12,1,0.0,6,3,0
42071,0,19,38,12,2,0.0,9,4,0
42082,1,33,18,12,2,0.0,9,5,0
42084,0,33,38,12,4,0.0,5,4,0
42086,1,27,37,12,5,0.0,10,3,0
42089,0,32,48,12,4,0.0,9,4,0
42091,0,33,17,12,3,0.0,7,3,0
42098,0,30,17,12,2,0.0,6,5,0
42109,0,28,9,12,4,0.0,5,3,0
42115,0,30,43,12,3,0.0,9,5,0
42127,1,18,22,12,5,0.0,9,4,0
42130,0,20,22,12,2,0.0,7,5,0
42131,0,24,15,12,3,0.0,8,1,0
42133,1,23,12,12,3,0.0,8,4,0
42135,1,27,46,12,3,0.0,6,1,0
42137,1,22,31,12,1,0.0,9,3,0
42138,1,22,44,12,5,0.0,8,2,0
42144,0,20,18,12,4,0.0,9,4,0
42151,0,28,49,12,5,0.0,10,4,0
42160,0,29,21,12,4,0.0,7,2,0
42163,0,34,22,12,4,0.0,9,4,0
42168,1,19,3,12,2,0.0,6,4,0
42171,0,25,42,12,5,0.0,6,3,0
42177,1,21,12,12,3,0.0,7,2,0
42179,0,32,4,12,4,0.0,8,3,0
42190,0,20,7,12,1,0.0,8,3,0
42194,0,27,17,12,1,0.0,5,4,0
42197,1,26,9,12,4,0.0,10,1,0
42200,0,28,9,12,4,0.0,9,3,0
42201,0,20,22,12,4,0.0,10,2,0
42205,1,20,42,12,1,0.0,5,3,0
42206,0,21,18,12,5,0.0,8,3,0
42213,1,27,17,12,5,0.0,7,4,0
42215,1,32,21,12,4,0.0,8,3,0
42222,1,28,47,12,5,0.0,10,2,0
42225,1,25,9,12,3,0.0,9,4,0
42226,1,31,30,12,1,0.0,10,3,0
42233,0,31,7,12,5,0.0,6,3,0
42244,0,34,3,12,4,0.0,8,3,0
42252,1,19,18,12,1,0.0,6,1,0
42255,1,28,18,12,5,0.0,7,5,0
42262,1,28,18,12,1,0.0,8,2,0
42268,1,20,15,12,5,0.0,10,2,0
42278,0,21,36,12,3,0.0,10,5,0
42279,0,21,3,12,1,0.0,7,5,0
42285,1,29,12,12,4,0.0,8,5,0
42293,0,32,30,12,1,0.0,7,4,0
42298,1,24,43,12,4,0.0,10,5,0
42303,0,30,44,12,2,0.0,10,3,0
42308,1,33,18,12,4,0.0,8,2,0
42312,0,21,18,12,5,0.0,7,5,0
42314,1,34,18,12,4,0.0,8,3,0
42339,0,21,18,12,5,0.0,6,2,0
42345,0,21,18,12,5,0.0,7,3,0
42360,1,23,37,12,5,0.0,7,3,0
42367,1,24,36,12,5,0.0,7,1,0
42374,1,33,22,12,1,0.0,6,3,0
42392,1,24,18,12,5,0.0,10,5,0
42394,1,28,3,12,3,0.0,8,1,0
42395,1,18,47,12,1,0.0,6,5,0
42397,0,30,2,12,2,0.0,5,3,0
42415,1,24,42,12,4,0.0,8,4,0
42417,0,19,48,12,5,0.0,10,3,0
42422,0,22,44,12,4,0.0,6,4,0
42431,0,26,9,12,5,0.0,9,1,0
42434,1,28,18,12,3,0.0,9,1,0
42440,1,18,21,12,2,0.0,10,5,0
42446,0,33,48,12,4,0.0,6,3,0
42449,0,29,15,12,5,0.0,5,1,0
42453,1,29,12,12,3,0.0,8,3,0
42454,0,19,9,12,5,0.0,7,3,0
42461,0,19,21,12,5,0.0,6,1,0
42469,1,29,43,12,3,0.0,9,2,0
42471,1,25,19,12,2,0.0,7,4,0
42477,1,28,35,12,4,0.0,8,4,0
42481,0,20,48,12,2,0.0,10,3,0
42485,0,20,38,12,3,0.0,6,3,0
42486,1,20,18,12,5,0.0,7,2,0
42487,0,19,35,12,1,0.0,9,1,0
42497,1,20,22,12,1,0.0,10,1,0
42499,0,32,42,12,3,0.0,7,3,0
42502,0,31,23,12,5,0.0,7,1,0
42507,1,27,9,12,2,0.0,6,4,0
42508,1,28,2,12,1,0.0,6,3,0
42521,0,21,42,12,5,0.0,10,4,0
42524,0,33,17,12,3,0.0,6,5,0
42531,0,20,21,12,1,0.0,8,5,0
42533,0,27,15,12,4,0.0,9,1,0
42534,1,33,27,12,2,0.0,8,3,0
42547,1,23,6,12,1,0.0,9,2,0
42562,1,33,18,12,3,0.0,9,3,0
42581,0,20,36,12,5,0.0,7,4,0
42583,0,33,4,12,4,0.0,10,1,0
42598,0,18,43,12,5,0.0,8,2,0
42605,1,30,36,12,3,0.0,5,4,0
42616,0,32,3,12,4,0.0,10,3,0
42618,1,24,27,12,2,0.0,8,4,0
42627,0,28,2,12,5,0.0,10,2,0
42632,1,19,15,12,3,0.0,8,3,0
42634,0,25,3,12,1,0.0,9,3,0
42639,1,34,9,12,5,0.0,7,5,0
42640,0,20,18,12,1,0.0,9,1,0
42671,0,25,30,12,2,0.0,7,2,0
42672,1,24,31,12,2,0.0,10,3,0
42677,1,19,44,12,4,0.0,6,4,0
42678,1,18,4,12,5,0.0,7,2,0
42679,0,33,48,12,4,0.0,10,5,0
42681,0,33,18,12,5,0.0,6,1,0
42683,1,18,49,12,3,0.0,6,4,0
42685,1,29,4,12,4,0.0,7,2,0
42692,0,27,18,12,2,0.0,6,3,0
42696,0,22,21,12,5,0.0,6,1,0
42697,0,20,31,12,3,0.0,8,5,0
42698,1,27,16,12,3,0.0,10,5,0
42702,0,24,12,12,1,0.0,7,3,0
42703,0,29,48,12,1,0.0,6,3,0
42706,0,33,19,12,4,0.0,9,1,0
42708,1,21,22,12,4,0.0,6,1,0
42710,0,28,12,12,3,0.0,6,5,0
42724,1,21,37,12,5,0.0,7,2,0
42725,1,29,9,12,5,0.0,8,4,0
42728,0,25,7,12,5,0.0,6,1,0
42749,1,34,3,12,3,0.0,8,3,0
42754,0,24,49,12,1,0.0,5,1,0
42767,0,21,44,12,3,0.0,6,5,0
42770,1,27,49,12,1,0.0,9,5,0
42771,0,25,21,12,3,0.0,10,3,0
42775,0,22,6,12,5,0.0,10,2,0
42776,1,32,48,12,5,0.0,9,3,0
42787,0,18,42,12,2,0.0,5,5,0
42792,1,24,38,12,5,0.0,6,2,0
42794,0,33,18,12,2,0.0,6,3,0
42795,0,18,48,12,4,0.0,9,4,0
42796,0,20,23,12,1,0.0,7,3,0
42800,1,24,42,12,3,0.0,9,1,0
42801,1,24,44,12,2,0.0,8,5,0
42808,1,21,43,12,1,0.0,8,3,0
42809,1,32,18,12,3,0.0,7,3,0
42814,1,18,49,12,4,0.0,6,2,0
42819,1,32,12,12,4,0.0,8,4,0
42820,0,25,22,12,4,0.0,7,5,0
42829,0,29,42,12,1,0.0,8,5,0
42835,1,25,22,12,4,0.0,9,5,0
42836,1,32,17,12,1,0.0,7,2,0
42844,1,22,18,12,2,0.0,9,5,0
42847,1,22,27,12,3,0.0,7,2,0
42852,0,28,35,12,2,0.0,6,3,0
42855,1,26,38,12,3,0.0,6,3,0
42876,0,21,18,12,1,0.0,8,3,0
42878,0,22,44,12,4,0.0,7,3,0
42879,0,19,4,12,4,0.0,8,4,0
42881,1,25,27,12,2,0.0,10,3,0
42884,1,25,9,12,1,0.0,9,3,0
42886,0,19,4,12,3,0.0,6,5,0
42889,1,25,38,12,5,0.0,10,1,0
42893,1,18,44,12,2,0.0,7,2,0
42894,0,23,44,12,1,0.0,6,3,0
42895,0,29,30,12,5,0.0,6,4,0
42897,1,24,9,12,4,0.0,9,2,0
42910,1,32,9,12,2,0.0,10,3,0
42913,1,31,10,12,3,0.0,9,1,0
42918,1,33,4,12,1,0.0,8,5,0
42922,0,34,15,12,5,0.0,9,3,0
42924,1,25,7,12,2,0.0,10,3,0
42936,0,21,6,12,1,0.0,9,5,0
42948,1,26,38,12,4,0.0,9,4,0
42949,1,26,46,12,2,0.0,8,4,0
42954,0,31,43,12,3,0.0,7,3,0
42955,0,-15,19,12,5,0.0,6,2,0
42961,0,31,9,12,4,0.0,9,3,0
42973,1,20,17,12,3,0.0,9,5,0
42983,1,34,12,12,3,0.0,6,2,0
42985,1,33,36,12,3,0.0,10,5,0
42986,1,23,43,12,4,0.0,6,3,0
43021,0,30,3,12,1,0.0,10,1,0
43033,1,25,2,12,3,0.0,7,5,0
43035,1,23,36,10,3,0.0,9,2,0
43064,0,29,15,12,4,0.0,9,3,0
43078,0,25,4,12,3,0.0,9,3,0
43082,1,22,18,12,1,0.0,7,4,0
43083,0,21,49,12,5,0.0,6,3,0
43085,1,29,18,12,3,0.0,9,4,0
43088,1,22,22,12,3,0.0,7,4,0
43091,1,27,7,12,5,0.0,8,1,0
43102,1,33,31,12,4,0.0,6,3,0
43103,1,24,16,12,5,0.0,9,1,0
43105,1,31,22,12,2,0.0,10,3,0
43106,0,33,36,12,2,0.0,9,3,0
43109,1,19,23,12,2,0.0,9,5,0
43114,0,25,44,12,5,0.0,9,4,0
43120,1,31,9,12,5,0.0,8,4,0
43132,1,25,7,12,1,0.0,7,1,0
43136,1,21,18,12,3,0.0,8,1,0
43138,1,24,18,12,3,0.0,6,2,0
43143,1,20,37,12,3,0.0,10,1,0
43145,0,23,17,12,5,0.0,9,5,0
43147,1,32,42,12,3,0.0,9,3,0
43151,0,24,42,12,5,0.0,8,3,0
43155,0,22,18,12,3,0.0,8,3,0
43158,0,31,21,12,3,0.0,6,3,0
43165,1,25,18,12,4,0.0,10,5,0
43184,0,22,12,12,4,0.0,6,5,0
43191,0,33,7,12,3,0.0,6,1,0
43196,0,19,31,12,5,0.0,10,5,0
43197,1,22,6,12,3,0.0,8,5,0
43203,0,27,42,12,5,0.0,7,2,0
43209,0,25,15,12,4,0.0,8,2,0
43215,1,24,15,12,2,0.0,10,1,0
43216,1,33,18,12,1,0.0,8,3,0
43228,1,27,43,12,4,0.0,5,3,0
43231,1,-15,3,12,2,0.0,8,4,0
43235,1,33,30,12,1,0.0,8,3,0
43238,1,25,9,12,1,0.0,10,3,0
43248,0,23,21,12,3,0.0,10,3,0
43250,0,18,23,12,2,0.0,6,3,0
43254,1,29,22,12,2,0.0,6,3,0
43258,1,32,18,12,2,0.0,9,4,0
43264,1,29,2,12,1,0.0,10,5,0
43268,0,26,22,12,2,0.0,10,5,0
43271,0,75,3,12,3,0.0,9,5,0
43272,1,19,49,12,1,0.0,7,5,0
43282,1,27,17,12,5,0.0,9,2,0
43283,1,24,9,12,5,0.0,6,1,0
43289,0,32,7,12,5,0.0,6,1,0
43292,0,27,18,12,4,0.0,8,2,0
43302,0,29,18,12,4,0.0,8,3,0
43305,1,33,44,12,3,0.0,7,1,0
43309,1,32,18,12,3,0.0,6,2,0
43310,1,24,10,12,2,0.0,6,5,0
43319,1,20,3,12,3,0.0,8,3,0
43329,0,30,46,12,2,0.0,9,2,0
43338,0,20,47,12,1,0.0,8,4,0
43341,0,24,36,12,1,0.0,9,3,0
43342,0,33,44,12,3,0.0,10,4,0
43343,1,24,48,12,5,0.0,8,4,0
43350,1,18,16,12,4,0.0,10,5,0
43352,1,23,42,12,1,0.0,6,1,0
43359,1,33,21,12,5,0.0,6,3,0
43365,0,28,7,12,5,0.0,7,3,0
43368,0,27,23,12,4,0.0,9,3,0
43382,1,31,18,12,2,0.0,9,2,0
43387,0,20,18,12,2,0.0,10,4,0
43398,1,28,18,12,2,0.0,7,4,0
43400,1,21,35,12,1,0.0,9,3,0
43414,1,24,23,12,3,0.0,9,1,0
43421,1,27,44,12,5,0.0,7,1,0
43423,0,31,48,12,5,0.0,7,3,0
43431,1,24,18,12,5,0.0,8,3,0
43440,0,19,47,12,4,0.0,8,1,0
43474,1,28,43,12,3,0.0,10,4,0
43475,1,25,27,12,3,0.0,9,1,0
43479,1,28,36,12,4,0.0,7,2,0
43482,1,29,23,12,5,0.0,8,2,0
43494,0,22,35,12,2,0.0,9,3,0
43504,0,30,4,12,2,0.0,6,4,0
43508,0,28,42,12,5,0.0,6,3,0
43509,0,24,23,12,4,0.0,8,4,0
43511,1,24,4,12,3,0.0,8,1,0
43514,1,26,15,12,1,0.0,9,2,0
43524,1,28,42,12,4,0.0,8,3,0
43527,0,22,48,12,2,0.0,6,5,0
43537,0,24,31,12,5,0.0,8,4,0
43538,1,31,18,12,3,0.0,9,5,0
43543,0,30,23,12,2,0.0,6,2,0
43546,1,34,21,12,1,0.0,10,3,0
43549,1,31,42,12,3,0.0,7,5,0
43563,1,20,18,12,4,0.0,9,3,0
43569,0,27,47,12,1,0.0,8,2,0
43570,1,20,42,12,3,0.0,6,5,0
43580,1,20,37,12,3,0.0,8,2,0
43582,0,24,3,12,3,0.0,7,3,0
43586,0,29,21,12,2,0.0,9,4,0
43588,1,18,19,12,4,0.0,10,5,0
43592,0,25,23,12,4,0.0,7,1,0
43595,1,32,15,12,4,0.0,6,1,0
43600,1,22,48,12,1,0.0,6,4,0
43604,0,26,16,12,5,0.0,10,3,0
43605,1,25,48,12,3,0.0,6,3,0
43615,1,29,49,12,3,0.0,8,1,0
43616,0,31,19,12,4,0.0,9,2,0
43620,0,29,7,12,1,0.0,9,1,0
43625,1,34,21,12,1,0.0,9,4,0
43628,0,30,44,12,5,0.0,6,2,0
43630,1,31,18,12,4,0.0,9,1,0
43633,1,31,36,12,3,0.0,8,2,0
43634,1,20,30,12,4,0.0,7,3,0
43637,1,24,18,12,5,0.0,6,3,0
43648,0,27,44,12,5,0.0,10,3,0
43650,1,29,47,12,1,0.0,7,1,0
43686,1,28,18,12,5,0.0,9,2,0
43688,1,27,18,12,5,0.0,8,3,0
43691,1,23,22,12,3,0.0,9,4,0
43692,1,34,15,12,3,0.0,9,1,0
43704,0,23,6,12,3,0.0,8,3,0
43707,0,30,44,12,2,0.0,7,3,0
43710,0,34,18,12,5,0.0,9,3,0
43713,1,34,4,12,5,0.0,6,1,0
43731,1,21,43,12,2,0.0,7,3,0
43732,0,29,48,12,3,0.0,7,5,0
43742,1,31,18,12,1,0.0,10,2,0
43756,0,30,19,12,3,0.0,9,5,0
43764,1,-15,30,12,4,0.0,9,3,0
43777,1,34,37,12,3,0.0,7,2,0
43781,0,34,46,12,5,0.0,5,1,0
43782,0,22,10,12,1,0.0,9,2,0
43787,1,-15,18,12,5,0.0,7,2,0
43794,0,24,18,12,4,0.0,6,3,0
43796,1,33,38,12,2,0.0,9,4,0
43806,1,20,2,12,5,0.0,6,2,0
43808,1,27,30,12,5,0.0,8,1,0
43813,1,21,23,12,1,0.0,7,3,0
43814,0,26,49,12,1,0.0,9,1,0
43821,1,24,3,12,4,0.0,8,3,0
43822,1,24,16,12,2,0.0,6,5,0
43823,1,25,36,12,2,0.0,9,5,0
43826,1,23,21,12,4,0.0,6,2,0
43831,1,21,6,12,3,0.0,9,4,0
43835,0,33,27,12,1,0.0,8,3,0
43842,0,33,47,12,1,0.0,7,3,0
43854,1,25,19,12,4,0.0,6,3,0
43861,0,22,18,12,5,0.0,9,1,0
43862,0,23,37,12,2,0.0,6,4,0
43874,1,19,15,12,3,0.0,7,4,0
43877,1,23,44,12,1,0.0,8,2,0
43879,0,22,7,12,2,0.0,8,2,0
43880,1,30,47,12,2,0.0,8,3,0
43883,1,23,38,12,3,0.0,6,5,0
43885,1,23,12,12,5,0.0,9,1,0
43887,1,22,2,12,3,0.0,6,3,0
43890,1,33,21,12,4,0.0,5,3,0
43893,0,-15,48,12,5,0.0,7,5,0
43895,1,19,6,12,4,0.0,9,2,0
43911,0,31,7,12,1,0.0,9,3,0
43912,0,33,2,12,2,0.0,6,5,0
43914,1,34,43,12,2,0.0,6,5,0
43919,1,22,37,12,3,0.0,10,1,0
43931,0,18,4,12,2,0.0,7,3,0
43933,1,18,44,12,3,0.0,7,2,0
43935,0,22,46,12,2,0.0,7,1,0
43942,0,32,2,12,1,0.0,6,5,0
43943,1,32,48,12,2,0.0,10,4,0
43947,0,-15,15,12,1,0.0,9,5,0
43949,1,28,12,12,3,0.0,10,4,0
43952,1,24,48,12,3,0.0,6,2,0
43953,0,19,15,12,5,0.0,6,3,0
43955,1,24,31,12,4,0.0,6,3,0
43957,0,33,2,12,5,0.0,10,4,0
43976,0,29,7,12,4,0.0,6,5,0
43981,1,30,35,12,2,0.0,6,5,0
43986,0,34,47,12,3,0.0,9,3,0
44005,0,28,7,12,5,0.0,10,2,0
44008,1,25,47,12,4,0.0,5,3,0
44012,1,28,15,12,5,0.0,9,1,0
44014,0,19,44,12,1,0.0,8,2,0
44021,0,25,44,12,1,0.0,8,4,0
44023,0,23,49,12,1,0.0,9,3,0
44030,0,31,49,12,4,0.0,10,2,0
44031,1,34,37,12,3,0.0,7,5,0
44042,1,19,18,12,1,0.0,9,3,0
44045,0,22,37,12,1,0.0,9,3,0
44047,0,19,37,12,5,0.0,7,2,0
44052,0,33,30,12,3,0.0,6,2,0
44059,1,24,19,12,2,0.0,8,4,0
44067,1,29,47,12,1,0.0,9,3,0
44069,1,26,16,12,2,0.0,6,3,0
44076,1,19,21,12,5,0.0,10,2,0
44081,1,26,46,12,5,0.0,10,2,0
44082,1,20,15,12,1,0.0,6,4,0
44085,0,30,30,12,2,0.0,7,3,0
44087,1,29,18,12,3,0.0,9,1,0
44097,1,33,12,12,3,0.0,8,3,0
44102,0,19,42,12,4,0.0,6,5,0
44110,0,33,23,12,2,0.0,5,4,0
44112,1,31,42,12,1,0.0,10,1,0
44118,0,24,30,12,3,0.0,6,4,0
44119,0,28,48,12,1,0.0,9,3,0
44122,0,30,36,12,5,0.0,9,4,0
44125,1,19,37,12,3,0.0,7,2,0
44134,1,29,31,12,3,0.0,6,2,0
44135,0,33,18,12,3,0.0,6,4,0
44136,0,25,38,12,2,0.0,9,3,0
44142,0,23,18,12,3,0.0,9,5,0
44143,1,29,18,12,2,0.0,9,2,0
44148,1,34,18,12,2,0.0,8,4,0
44152,1,26,15,12,4,0.0,8,4,0
44153,0,29,15,12,3,0.0,6,1,0
44157,0,22,48,12,3,0.0,6,3,0
44164,0,24,47,12,1,0.0,7,3,0
44165,1,25,31,12,4,0.0,6,3,0
44169,1,30,21,12,5,0.0,6,1,0
44172,1,26,48,12,1,0.0,6,5,0
44180,0,26,10,12,1,0.0,10,3,0
44182,1,26,44,12,4,0.0,6,5,0
44183,1,75,18,12,3,0.0,9,4,0
44188,1,-15,23,12,1,0.0,9,3,0
44196,0,21,18,12,1,0.0,7,3,0
44197,0,19,19,12,3,0.0,6,1,0
44199,1,24,42,12,5,0.0,6,1,0
44201,1,19,48,12,2,0.0,9,3,0
44214,1,19,3,12,4,0.0,9,2,0
44217,1,26,18,12,3,0.0,7,4,0
44233,1,29,23,12,2,0.0,8,3,0
44241,0,24,35,12,3,0.0,10,1,0
44250,0,25,15,12,4,0.0,9,3,0
44256,1,18,38,12,4,0.0,8,5,0
44258,0,32,18,12,3,0.0,7,5,0
44267,1,28,2,12,1,0.0,8,3,0
44273,1,24,21,12,4,0.0,10,3,0
44274,1,30,46,12,2,0.0,6,4,0
44279,1,20,30,12,3,0.0,9,3,0
44282,1,19,9,12,5,0.0,9,4,0
44285,1,30,6,12,1,0.0,10,4,0
44286,0,22,18,12,2,0.0,6,5,0
44289,1,25,27,12,3,0.0,8,1,0
44292,0,23,18,12,3,0.0,9,3,0
44293,1,28,46,12,3,0.0,8,3,0
44297,1,32,44,12,4,0.0,9,1,0
44310,1,25,22,12,5,0.0,6,2,0
44311,1,35,2,12,3,0.0,7,4,0
44317,1,24,2,12,3,0.0,9,4,0
44327,1,33,36,12,3,0.0,9,1,0
44329,1,31,15,12,4,0.0,8,2,0
44334,1,23,31,12,4,0.0,10,1,0
44335,1,21,44,12,1,0.0,8,1,0
44337,1,24,18,12,2,0.0,6,1,0
44340,0,29,42,12,3,0.0,7,3,0
44344,0,25,12,12,5,0.0,8,4,0
44345,1,20,21,12,5,0.0,10,2,0
44351,1,27,15,12,1,0.0,7,3,0
44352,1,21,44,12,4,0.0,8,3,0
44354,0,19,27,12,1,0.0,9,5,0
44360,0,75,31,12,5,0.0,6,3,0
44364,1,30,17,12,5,0.0,7,2,0
44368,0,23,18,12,5,0.0,8,1,0
44390,1,32,3,12,2,0.0,6,3,0
44393,1,22,44,12,2,0.0,6,3,0
44394,0,31,49,12,2,0.0,10,1,0
44399,1,32,36,12,1,0.0,10,5,0
44407,1,25,22,12,3,0.0,7,3,0
44413,0,28,4,12,1,0.0,6,5,0
44414,0,29,48,12,1,0.0,6,2,0
44417,0,29,27,12,5,0.0,6,2,0
44420,1,32,31,12,4,0.0,7,2,0
44424,1,21,15,12,3,0.0,10,4,0
44428,1,29,38,12,3,0.0,7,3,0
44430,1,19,12,12,1,0.0,6,5,0
44434,1,21,7,12,1,0.0,9,4,0
44437,1,-15,17,12,5,0.0,8,4,0
44445,1,21,7,12,5,0.0,8,1,0
44449,0,25,48,12,1,0.0,6,3,0
44450,0,29,47,12,2,0.0,6,3,0
44451,1,25,3,12,3,0.0,7,3,0
44452,1,20,6,12,3,0.0,9,4,0
44457,1,26,17,12,2,0.0,10,3,0
44458,0,20,7,12,1,0.0,6,3,0
44462,0,32,22,12,2,0.0,6,3,0
44463,0,30,43,12,2,0.0,7,2,0
44465,1,33,15,12,4,0.0,7,4,0
44469,1,38,36,12,5,0.0,6,1,0
44470,0,21,49,12,1,0.0,7,3,0
44471,1,28,36,12,3,0.0,10,1,0
44474,1,32,44,12,3,0.0,6,1,0
44477,0,27,46,12,3,0.0,6,5,0
44493,1,26,37,12,1,0.0,9,3,0
44494,1,24,9,12,5,0.0,9,3,0
44497,0,19,7,12,2,0.0,10,5,0
44499,0,34,6,12,5,0.0,7,4,0
44511,0,24,49,12,1,0.0,6,5,0
44521,0,33,37,12,1,0.0,6,5,0
44527,0,34,48,12,1,0.0,6,2,0
44532,1,31,44,12,5,0.0,9,3,0
44535,1,31,16,12,2,0.0,8,2,0
44548,1,27,36,12,3,0.0,6,5,0
44551,1,33,17,12,1,0.0,10,3,0
44554,1,26,16,12,4,0.0,6,4,0
44559,1,30,21,12,3,0.0,7,5,0
44560,1,24,16,12,3,0.0,9,3,0
44568,0,-15,12,12,1,0.0,9,3,0
44569,1,25,19,12,1,0.0,6,1,0
44571,0,33,7,12,1,0.0,6,4,0
44574,1,34,48,12,3,0.0,9,1,0
44575,0,26,47,12,3,0.0,6,3,0
44582,0,23,42,12,4,0.0,8,1,0
44586,1,18,31,12,4,0.0,8,2,0
44587,0,24,17,12,3,0.0,5,1,0
44595,1,33,27,12,3,0.0,7,1,0
44605,1,31,27,12,1,0.0,7,1,0
44607,0,34,48,12,1,0.0,6,1,0
44610,0,24,21,12,4,0.0,8,2,0
44624,0,28,37,12,5,0.0,8,4,0
44638,1,25,2,12,4,0.0,9,3,0
44639,0,21,15,12,4,0.0,8,4,0
44654,1,23,37,12,2,0.0,6,5,0
44663,0,32,27,12,2,0.0,6,4,0
44666,0,30,18,12,5,0.0,8,2,0
44667,0,19,2,12,3,0.0,9,4,0
44669,0,23,17,12,1,0.0,8,3,0
44674,1,24,43,12,5,0.0,10,3,0
44690,1,34,19,12,4,0.0,10,1,0
44692,0,22,18,12,5,0.0,6,2,0
44701,1,26,18,12,4,0.0,5,5,0
44716,0,30,22,12,4,0.0,5,3,0
44717,1,33,23,12,5,0.0,8,5,0
44721,0,33,18,12,2,0.0,5,5,0
44722,1,19,6,12,3,0.0,9,2,0
44724,1,27,18,12,3,0.0,9,2,0
44726,1,22,48,12,2,0.0,9,4,0
44730,1,28,16,12,2,0.0,10,1,0
44731,0,29,43,12,2,0.0,8,3,0
44734,1,19,18,12,4,0.0,8,3,0
44739,0,31,16,12,2,0.0,8,4,0
44752,1,28,38,12,5,0.0,9,2,0
44771,1,22,21,12,1,0.0,6,2,0
44776,0,18,46,12,5,0.0,5,1,0
44782,1,34,21,12,3,0.0,8,2,0
44790,1,31,18,12,1,0.0,8,3,0
44792,1,20,9,12,2,0.0,10,5,0
44794,0,26,43,12,1,0.0,7,4,0
44798,0,28,44,12,3,0.0,6,3,0
44800,0,34,42,12,2,0.0,7,3,0
44804,0,19,6,12,5,0.0,8,1,0
44807,0,23,6,12,3,0.0,6,1,0
44810,1,28,47,12,3,0.0,5,3,0
44815,0,19,43,12,1,0.0,9,5,0
44822,0,19,23,12,3,0.0,7,1,0
44825,0,34,48,12,2,0.0,8,5,0
44830,0,24,37,12,1,0.0,10,3,0
44833,0,32,49,12,5,0.0,9,1,0
44834,1,22,18,12,2,0.0,7,1,0
44836,0,28,44,12,5,0.0,10,3,0
44842,0,30,27,12,3,0.0,8,5,0
44844,0,30,18,12,1,0.0,8,3,0
44847,1,26,9,12,4,0.0,5,3,0
44849,0,32,49,12,1,0.0,6,4,0
44857,1,32,46,12,1,0.0,5,4,0
44859,0,20,23,12,4,0.0,5,3,0
44860,1,33,48,12,1,0.0,5,5,0
44877,0,27,18,12,2,0.0,6,2,0
44881,0,31,49,12,5,0.0,8,3,0
44885,1,20,31,12,3,0.0,6,4,0
44888,0,24,4,12,4,0.0,10,1,0
44892,1,28,44,12,4,0.0,9,2,0
44894,1,20,48,12,1,0.0,7,3,0
44895,0,28,18,12,4,0.0,9,2,0
44900,0,33,42,12,4,0.0,5,4,0
44906,1,34,18,12,4,0.0,8,3,0
44912,1,21,42,12,2,0.0,6,3,0
44914,1,19,36,12,3,0.0,6,2,0
44917,1,27,18,12,4,0.0,7,2,0
44925,0,34,23,12,2,0.0,9,1,0
44937,1,26,31,12,1,0.0,6,5,0
44938,0,24,43,12,3,0.0,9,4,0
44942,1,19,18,12,2,0.0,9,1,0
44949,1,23,18,12,5,0.0,10,3,0
44967,1,19,4,12,2,0.0,5,4,0
44969,1,31,44,12,1,0.0,7,2,0
44971,0,20,31,12,5,0.0,7,5,0
44982,1,33,16,12,3,0.0,7,3,0
44988,1,27,7,12,3,0.0,9,2,0
44989,1,19,23,12,2,0.0,9,3,0
44993,0,33,18,12,1,0.0,6,1,0
44999,0,24,46,12,3,0.0,6,4,0
45006,0,31,23,12,2,0.0,7,4,0
45008,1,34,22,12,1,0.0,9,4,0
45014,1,33,12,12,3,0.0,10,1,0
45022,1,20,21,12,1,0.0,7,3,0
45025,0,31,16,12,1,0.0,7,2,0
45026,0,31,48,12,1,0.0,6,1,0
45035,1,33,6,12,5,0.0,5,4,0
45041,0,32,21,12,4,0.0,6,4,0
45043,0,31,42,12,1,0.0,10,1,0
45048,1,20,27,12,2,0.0,5,2,0
45049,1,27,21,12,4,0.0,5,1,0
45052,0,29,15,12,4,0.0,8,3,0
45057,1,29,7,12,3,0.0,6,3,0
45059,0,28,18,12,5,0.0,7,1,0
45060,0,32,48,12,2,0.0,6,2,0
45063,1,18,9,12,5,0.0,7,5,0
45065,0,23,31,12,5,0.0,6,2,0
45070,1,33,48,12,5,0.0,5,3,0
45072,0,20,17,12,1,0.0,6,1,0
45073,0,18,22,12,5,0.0,9,5,0
45084,0,25,18,12,1,0.0,7,5,0
45092,0,25,4,12,1,0.0,10,3,0
45094,1,18,3,12,3,0.0,6,3,0
45095,1,33,27,12,2,0.0,6,5,0
45100,0,33,21,12,1,0.0,9,4,0
45108,1,24,42,12,5,0.0,6,4,0
45109,0,19,15,12,5,0.0,7,1,0
45119,1,26,15,12,1,0.0,10,5,0
45120,0,25,37,12,4,0.0,7,3,0
45124,0,33,44,12,3,0.0,9,5,0
45129,1,23,16,12,3,0.0,8,5,0
45134,0,32,6,12,4,0.0,8,4,0
45145,1,28,38,12,3,0.0,9,1,0
45146,1,26,17,12,3,0.0,8,1,0
45151,0,24,7,12,1,0.0,9,3,0
45153,0,21,18,12,1,0.0,8,5,0
45160,1,31,18,12,1,0.0,9,4,0
45161,0,30,18,12,4,0.0,8,3,0
45162,1,24,48,12,2,0.0,7,4,0
45174,0,24,15,12,2,0.0,9,5,0
45176,0,27,30,12,5,0.0,5,3,0
45177,0,19,21,12,1,0.0,6,5,0
45182,1,22,37,12,1,0.0,7,5,0
45185,1,29,6,12,5,0.0,10,3,0
